ccaa,complete_80,pop_80,perc_80,complete_70,pop_70,perc_70,complete_60,perc_60,complete_50,pop_50,perc_50,complete_25,pop_25,perc_25,complete_18,pop_18,perc_18,complete_16,pop_16,perc_16,complete_total,pop_total,perc_total,fecha
"País Vasco","85.950","157.950","54,4%","3.916","280.119","1,8%","13.178","4,7%","22.435","339.977","6,6%","36.041","724.849","5,0%","3.221","140.323","2,3%","6","41.824","0,0%","164.747","1.898.123","8,7%","2021-04-15T22:00:00.000Z"
"País Vasco","90.590","157.950","57,4%","3.994","280.119","1,9%","13.434","4,8%","22.710","339.977","6,7%","36.574","724.849","5,0%","3.266","140.323","2,3%","6","41.824","0,0%","170.574","1.898.123","9,0%","2021-04-18T22:00:00.000Z"
"País Vasco","93.748","157.950","59,4%","4.013","280.119","1,9%","13.484","4,8%","22.772","339.977","6,7%","36.718","724.849","5,1%","3.290","140.323","2,3%","6","41.824","0,0%","174.031","1.898.123","9,2%","2021-04-19T22:00:00.000Z"
"País Vasco","97.574","157.950","61,8%","4.048","280.119","1,9%","13.553","4,8%","22.860","339.977","6,7%","36.876","724.849","5,1%","3.307","140.323","2,4%","6","41.824","0,0%","178.224","1.898.123","9,4%","2021-04-20T22:00:00.000Z"
"País Vasco","97.793","157.950","61,9%","4.050","280.119","1,9%","13.659","4,9%","22.983","339.977","6,8%","37.078","724.849","5,1%","3.328","140.323","2,4%","6","41.824","0,0%","178.897","1.898.123","9,4%","2021-04-21T22:00:00.000Z"
"País Vasco","98.001","157.950","62,0%","4.123","280.119","1,9%","13.706","4,9%","23.034","339.977","6,8%","37.185","724.849","5,1%","3.338","140.323","2,4%","6","41.824","0,0%","179.393","1.898.123","9,5%","2021-04-22T22:00:00.000Z"
"País Vasco","98.987","157.950","62,7%","7.047","280.119","3,3%","13.761","4,9%","23.067","339.977","6,8%","37.233","724.849","5,1%","3.346","140.323","2,4%","6","41.824","0,0%","183.447","1.898.123","9,7%","2021-04-25T22:00:00.000Z"
"País Vasco","102.340","157.950","64,8%","9.228","280.119","4,3%","13.875","5,0%","23.138","339.977","6,8%","37.377","724.849","5,2%","3.368","140.323","2,4%","6","41.824","0,0%","189.332","1.898.123","10,0%","2021-04-26T22:00:00.000Z"
"País Vasco","102.340","157.950","64,8%","9.228","280.119","4,3%","13.875","5,0%","23.138","339.977","6,8%","37.377","724.849","5,2%","3.368","140.323","2,4%","6","41.824","0,0%","189.332","1.898.123","10,0%","2021-04-27T22:00:00.000Z"
"País Vasco","108.819","157.950","68,9%","9.550","280.119","4,5%","13.956","5,0%","23.230","339.977","6,8%","37.531","724.849","5,2%","3.384","140.323","2,4%","6","41.824","0,0%","196.476","1.898.123","10,4%","2021-04-28T22:00:00.000Z"
"País Vasco","110.694","157.950","70,1%","9.604","280.119","4,5%","14.034","5,0%","23.288","339.977","6,8%","37.636","724.849","5,2%","3.463","140.323","2,5%","6","41.824","0,0%","198.725","1.898.123","10,5%","2021-04-29T22:00:00.000Z"
"País Vasco","138.988","157.950","88,0%","32.246","280.119","15,1%","14.650","5,2%","23.629","339.977","7,0%","38.407","724.849","5,3%","3.548","140.323","2,5%","6","41.824","0,0%","251.474","1.898.123","13,2%","2021-05-02T22:00:00.000Z"
"País Vasco","141.439","157.950","89,5%","35.502","280.119","16,7%","14.693","5,2%","23.702","339.977","7,0%","38.615","724.849","5,3%","3.570","140.323","2,5%","7","41.824","0,0%","257.528","1.898.123","13,6%","2021-05-03T22:00:00.000Z"
"País Vasco","143.926","157.950","91,1%","41.408","280.119","19,4%","14.760","5,3%","23.782","339.977","7,0%","38.886","724.849","5,4%","3.615","140.323","2,6%","7","41.824","0,0%","266.384","1.898.123","14,0%","2021-05-04T22:00:00.000Z"
"País Vasco","146.700","157.950","92,9%","50.323","280.119","23,6%","14.842","5,3%","23.853","339.977","7,0%","39.023","724.849","5,4%","3.664","140.323","2,6%","8","41.824","0,0%","278.413","1.898.123","14,7%","2021-05-05T22:00:00.000Z"
"País Vasco","148.508","157.950","94,0%","57.014","280.119","26,8%","15.008","5,4%","23.903","339.977","7,0%","39.138","724.849","5,4%","3.682","140.323","2,6%","8","41.824","0,0%","287.261","1.898.123","15,1%","2021-05-06T22:00:00.000Z"
"País Vasco","150.700","157.950","95,4%","60.727","280.119","28,5%","15.657","5,6%","24.377","339.977","7,2%","39.655","724.849","5,5%","3.732","140.323","2,7%","8","41.824","0,0%","294.856","1.898.123","15,5%","2021-05-09T22:00:00.000Z"
"País Vasco","151.377","157.950","95,8%","61.654","280.119","28,9%","15.788","5,6%","24.490","339.977","7,2%","39.794","724.849","5,5%","3.745","140.323","2,7%","8","41.824","0,0%","296.856","1.898.123","15,6%","2021-05-10T22:00:00.000Z"
"País Vasco","153.718","157.950","97,3%","71.006","280.119","33,3%","15.961","5,7%","24.688","339.977","7,3%","40.063","724.849","5,5%","3.761","140.323","2,7%","8","41.824","0,0%","309.205","1.898.123","16,3%","2021-05-11T22:00:00.000Z"
"País Vasco","154.463","157.950","97,8%","77.188","280.119","36,2%","16.038","5,7%","24.751","339.977","7,3%","40.192","724.849","5,5%","3.770","140.323","2,7%","8","41.824","0,0%","316.410","1.898.123","16,7%","2021-05-12T22:00:00.000Z"
"País Vasco","154.843","157.950","98,0%","79.721","280.119","37,4%","16.177","5,8%","24.836","339.977","7,3%","40.289","724.849","5,6%","3.780","140.323","2,7%","8","41.824","0,0%","319.654","1.898.123","16,8%","2021-05-13T22:00:00.000Z"
"País Vasco","155.430","157.950","98,4%","96.778","280.119","45,4%","16.655","5,9%","25.329","339.977","7,5%","40.894","724.849","5,6%","3.839","140.323","2,7%","13","41.824","0,0%","338.938","1.898.123","17,9%","2021-05-16T22:00:00.000Z"
"País Vasco","155.770","157.950","98,6%","110.279","280.119","51,8%","16.825","6,0%","25.437","339.977","7,5%","41.040","724.849","5,7%","3.852","140.323","2,7%","13","41.824","0,0%","353.216","1.898.123","18,6%","2021-05-17T22:00:00.000Z"
"País Vasco","156.251","157.950","98,9%","122.820","280.119","57,6%","17.081","6,1%","25.598","339.977","7,5%","41.232","724.849","5,7%","3.872","140.323","2,8%","13","41.824","0,0%","366.867","1.898.123","19,3%","2021-05-18T22:00:00.000Z"
"País Vasco","156.531","157.950","99,1%","133.269","280.119","62,5%","17.312","6,2%","25.770","339.977","7,6%","41.481","724.849","5,7%","3.894","140.323","2,8%","14","41.824","0,0%","378.271","1.898.123","19,9%","2021-05-19T22:00:00.000Z"
"País Vasco","156.723","157.950","99,2%","136.340","280.119","64,0%","17.655","6,3%","26.090","339.977","7,7%","41.655","724.849","5,7%","3.917","140.323","2,8%","14","41.824","0,0%","382.394","1.898.123","20,1%","2021-05-20T22:00:00.000Z"
"País Vasco","157.029","157.950","99,4%","143.416","280.119","67,3%","18.232","6,5%","33.994","339.977","10,0%","42.008","724.849","5,8%","3.940","140.323","2,8%","15","41.824","0,0%","398.634","1.898.123","21,0%","2021-05-23T22:00:00.000Z"
"País Vasco","157.131","157.950","99,5%","144.810","280.119","68,0%","18.409","6,6%","34.149","339.977","10,0%","42.129","724.849","5,8%","3.950","140.323","2,8%","15","41.824","0,0%","400.593","1.898.123","21,1%","2021-05-24T22:00:00.000Z"
"País Vasco","157.244","157.950","99,6%","151.809","280.119","71,2%","18.746","6,7%","34.369","339.977","10,1%","42.386","724.849","5,8%","3.975","140.323","2,8%","15","41.824","0,0%","408.544","1.898.123","21,5%","2021-05-25T22:00:00.000Z"
"País Vasco","157.505","157.950","99,7%","163.623","280.119","76,8%","19.005","6,8%","34.528","339.977","10,2%","42.540","724.849","5,9%","3.986","140.323","2,8%","16","41.824","0,0%","421.203","1.898.123","22,2%","2021-05-26T22:00:00.000Z"
"País Vasco","157.735","157.950","99,9%","179.087","280.119","84,0%","21.274","7,6%","34.845","339.977","10,2%","42.819","724.849","5,9%","4.021","140.323","2,9%","16","41.824","0,0%","439.797","1.898.123","23,2%","2021-05-27T22:00:00.000Z"
"País Vasco","157.990","157.950","100,0%","195.844","280.119","91,9%","30.086","10,7%","51.660","339.977","15,2%","43.019","724.849","5,9%","4.079","140.323","2,9%","18","41.824","0,0%","482.696","1.898.123","25,4%","2021-05-30T22:00:00.000Z"
"País Vasco","158.108","157.950","100,1%","197.687","280.119","92,8%","36.250","12,9%","52.659","339.977","15,5%","43.124","724.849","5,9%","4.092","140.323","2,9%","20","41.824","0,0%","491.940","1.898.123","25,9%","2021-05-31T22:00:00.000Z"
"País Vasco","158.258","157.950","100,2%","198.644","280.119","93,2%","39.862","14,2%","54.529","339.977","16,0%","43.237","724.849","6,0%","4.110","140.323","2,9%","21","41.824","0,1%","498.661","1.898.123","26,3%","2021-06-01T22:00:00.000Z"
"País Vasco","158.463","157.950","100,3%","200.783","280.119","94,2%","47.245","16,9%","58.032","339.977","17,1%","43.392","724.849","6,0%","4.131","140.323","2,9%","27","41.824","0,1%","512.073","1.898.123","27,0%","2021-06-02T22:00:00.000Z"
"País Vasco","161.684","100,0%","209.438","98,3%","63,8%","94,3%","216.773","45.152","12,5%","46.516","12,8%","12.002","8,6%","45","0,1%","955.818","1.898.123","50,4%",,,,,,"2021-06-03T22:00:00.000Z"
"Ceuta","1.564","2.605","60,0%","368","7.857","8,5%","306","3,9%","510","11.556","4,4%","810","30.066","2,7%","43","7.581","0,6%","0","2.175","0,0%","3.601","66.158","5,4%","2021-03-30T22:00:00.000Z"
"Ceuta","1.564","2.605","60,0%","368","7.857","8,5%","306","3,9%","510","11.556","4,4%","810","30.066","2,7%","43","7.581","0,6%","0","2.175","0,0%","3.601","66.158","5,4%","2021-03-31T22:00:00.000Z"
"Ceuta","1.564","2.605","60,0%","368","7.857","8,5%","306","3,9%","510","11.556","4,4%","810","30.066","2,7%","43","7.581","0,6%","0","2.175","0,0%","3.601","66.158","5,4%","2021-04-02T22:00:00.000Z"
"Ceuta","1.582","2.605","60,7%","373","7.857","8,6%","310","3,9%","511","11.556","4,4%","813","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.633","66.158","5,5%","2021-04-04T22:00:00.000Z"
"Ceuta","1.582","2.605","60,7%","373","7.857","8,6%","312","4,0%","511","11.556","4,4%","813","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.635","66.158","5,5%","2021-04-05T22:00:00.000Z"
"Ceuta","1.582","2.605","60,7%","373","7.857","8,6%","313","4,0%","513","11.556","4,4%","814","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.639","66.158","5,5%","2021-04-06T22:00:00.000Z"
"Ceuta","1.583","2.605","60,8%","373","7.857","8,6%","313","4,0%","513","11.556","4,4%","814","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.640","66.158","5,5%","2021-04-07T22:00:00.000Z"
"Ceuta","1.583","2.605","60,8%","373","7.857","8,6%","313","4,0%","514","11.556","4,4%","814","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.641","66.158","5,5%","2021-04-08T22:00:00.000Z"
"Ceuta","1.584","2.605","60,8%","373","7.857","8,6%","313","4,0%","514","11.556","4,4%","814","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.642","66.158","5,5%","2021-04-11T22:00:00.000Z"
"Ceuta","1.586","2.605","60,9%","373","7.857","8,6%","314","4,0%","514","11.556","4,4%","814","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.645","66.158","5,5%","2021-04-12T22:00:00.000Z"
"Ceuta","1.632","2.605","62,6%","383","7.857","8,9%","315","4,0%","515","11.556","4,5%","817","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.706","66.158","5,6%","2021-04-13T22:00:00.000Z"
"Ceuta","1.676","2.605","64,3%","387","7.857","9,0%","325","4,1%","526","11.556","4,6%","824","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.782","66.158","5,7%","2021-04-14T22:00:00.000Z"
"Ceuta","1.676","2.605","64,3%","389","7.857","9,0%","327","4,2%","529","11.556","4,6%","826","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.791","66.158","5,7%","2021-04-15T22:00:00.000Z"
"Ceuta","1.676","2.605","64,3%","389","7.857","9,0%","328","4,2%","529","11.556","4,6%","826","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.792","66.158","5,7%","2021-04-18T22:00:00.000Z"
"Ceuta","1.676","2.605","64,3%","389","7.857","9,0%","328","4,2%","529","11.556","4,6%","826","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.792","66.158","5,7%","2021-04-19T22:00:00.000Z"
"Ceuta","1.704","2.605","65,4%","424","7.857","9,8%","339","4,3%","539","11.556","4,7%","826","30.066","2,7%","44","7.581","0,6%","0","2.175","0,0%","3.876","66.158","5,9%","2021-04-20T22:00:00.000Z"
"Ceuta","1.891","2.605","72,6%","876","7.857","20,3%","353","4,5%","546","11.556","4,7%","836","30.066","2,8%","46","7.581","0,6%","0","2.175","0,0%","4.548","66.158","6,9%","2021-04-21T22:00:00.000Z"
"Ceuta","2.027","2.605","77,8%","1.132","7.857","26,2%","373","4,7%","552","11.556","4,8%","842","30.066","2,8%","46","7.581","0,6%","0","2.175","0,0%","4.972","66.158","7,5%","2021-04-22T22:00:00.000Z"
"Ceuta","2.062","2.605","79,2%","1.164","7.857","27,0%","383","4,9%","552","11.556","4,8%","842","30.066","2,8%","46","7.581","0,6%","0","2.175","0,0%","5.049","66.158","7,6%","2021-04-25T22:00:00.000Z"
"Ceuta","2.077","2.605","79,7%","1.200","7.857","27,8%","392","5,0%","552","11.556","4,8%","843","30.066","2,8%","46","7.581","0,6%","0","2.175","0,0%","5.110","66.158","7,7%","2021-04-26T22:00:00.000Z"
"Ceuta","2.105","2.605","80,8%","1.544","7.857","35,8%","430","5,5%","576","11.556","5,0%","852","30.066","2,8%","47","7.581","0,6%","0","2.175","0,0%","5.554","66.158","8,4%","2021-04-27T22:00:00.000Z"
"Ceuta","2.125","2.605","81,6%","1.782","7.857","41,3%","478","6,1%","615","11.556","5,3%","873","30.066","2,9%","48","7.581","0,6%","0","2.175","0,0%","5.921","66.158","8,9%","2021-04-28T22:00:00.000Z"
"Ceuta","2.181","2.605","83,7%","2.323","7.857","53,8%","509","6,5%","623","11.556","5,4%","876","30.066","2,9%","48","7.581","0,6%","0","2.175","0,0%","6.560","66.158","9,9%","2021-04-29T22:00:00.000Z"
"Ceuta","2.181","2.605","83,7%","2.354","7.857","54,5%","781","9,9%","623","11.556","5,4%","876","30.066","2,9%","48","7.581","0,6%","0","2.175","0,0%","6.863","66.158","10,4%","2021-05-02T22:00:00.000Z"
"Ceuta","2.190","2.605","84,1%","2.362","7.857","54,7%","785","10,0%","623","11.556","5,4%","876","30.066","2,9%","48","7.581","0,6%","0","2.175","0,0%","6.884","66.158","10,4%","2021-05-03T22:00:00.000Z"
"Ceuta","2.210","2.605","84,8%","2.775","7.857","64,3%","825","10,5%","648","11.556","5,6%","896","30.066","3,0%","51","7.581","0,7%","0","2.175","0,0%","7.405","66.158","11,2%","2021-05-04T22:00:00.000Z"
"Ceuta","2.228","2.605","85,5%","3.049","7.857","70,6%","831","10,6%","648","11.556","5,6%","898","30.066","3,0%","51","7.581","0,7%","0","2.175","0,0%","7.705","66.158","11,6%","2021-05-05T22:00:00.000Z"
"Ceuta","2.231","2.605","85,6%","3.213","7.857","74,4%","922","11,7%","651","11.556","5,6%","906","30.066","3,0%","55","7.581","0,7%","0","2.175","0,0%","7.978","66.158","12,1%","2021-05-06T22:00:00.000Z"
"Ceuta","2.236","2.605","85,8%","3.243","7.857","75,1%","974","12,4%","655","11.556","5,7%","912","30.066","3,0%","61","7.581","0,8%","0","2.175","0,0%","8.081","66.158","12,2%","2021-05-09T22:00:00.000Z"
"Ceuta","2.237","2.605","85,9%","3.361","7.857","77,8%","990","12,6%","661","11.556","5,7%","919","30.066","3,1%","63","7.581","0,8%","0","2.175","0,0%","8.231","66.158","12,4%","2021-05-10T22:00:00.000Z"
"Ceuta","2.239","2.605","86,0%","3.367","7.857","78,0%","995","12,7%","662","11.556","5,7%","922","30.066","3,1%","63","7.581","0,8%","0","2.175","0,0%","8.248","66.158","12,5%","2021-05-11T22:00:00.000Z"
"Ceuta","2.239","2.605","86,0%","3.373","7.857","78,1%","995","12,7%","664","11.556","5,7%","922","30.066","3,1%","64","7.581","0,8%","0","2.175","0,0%","8.257","66.158","12,5%","2021-05-12T22:00:00.000Z"
"Ceuta","2.240","2.605","86,0%","3.378","7.857","78,2%","996","12,7%","665","11.556","5,8%","925","30.066","3,1%","64","7.581","0,8%","0","2.175","0,0%","8.268","66.158","12,5%","2021-05-13T22:00:00.000Z"
"Ceuta","2.243","2.605","86,1%","3.393","7.857","78,6%","1.008","12,8%","671","11.556","5,8%","932","30.066","3,1%","73","7.581","1,0%","3","2.175","0,1%","8.323","66.158","12,6%","2021-05-16T22:00:00.000Z"
"Ceuta","2.243","2.605","86,1%","3.395","7.857","78,6%","1.011","12,9%","684","11.556","5,9%","994","30.066","3,3%","82","7.581","1,1%","3","2.175","0,1%","8.412","66.158","12,7%","2021-05-17T22:00:00.000Z"
"Ceuta","2.243","2.605","86,1%","3.399","7.857","78,7%","1.014","12,9%","692","11.556","6,0%","1.073","30.066","3,6%","98","7.581","1,3%","3","2.175","0,1%","8.522","66.158","12,9%","2021-05-18T22:00:00.000Z"
"Ceuta","2.244","2.605","86,1%","3.403","7.857","78,8%","1.017","12,9%","694","11.556","6,0%","1.078","30.066","3,6%","100","7.581","1,3%","3","2.175","0,1%","8.539","66.158","12,9%","2021-05-19T22:00:00.000Z"
"Ceuta","2.244","2.605","86,1%","3.428","7.857","79,4%","1.017","12,9%","699","11.556","6,0%","1.128","30.066","3,8%","112","7.581","1,5%","3","2.175","0,1%","8.631","66.158","13,0%","2021-05-20T22:00:00.000Z"
"Ceuta","2.247","2.605","86,3%","3.432","7.857","79,5%","1.018","13,0%","705","11.556","6,1%","1.131","30.066","3,8%","115","7.581","1,5%","5","2.175","0,2%","8.653","66.158","13,1%","2021-05-23T22:00:00.000Z"
"Ceuta","2.247","2.605","86,3%","3.432","7.857","79,5%","1.018","13,0%","705","11.556","6,1%","1.139","30.066","3,8%","115","7.581","1,5%","5","2.175","0,2%","8.661","66.158","13,1%","2021-05-24T22:00:00.000Z"
"Ceuta","2.248","2.605","86,3%","3.441","7.857","79,7%","1.022","13,0%","707","11.556","6,1%","1.163","30.066","3,9%","118","7.581","1,6%","5","2.175","0,2%","8.704","66.158","13,2%","2021-05-25T22:00:00.000Z"
"Ceuta","2.259","2.605","86,7%","3.472","7.857","80,4%","1.055","13,4%","752","11.556","6,5%","1.205","30.066","4,0%","119","7.581","1,6%","5","2.175","0,2%","8.867","66.158","13,4%","2021-05-26T22:00:00.000Z"
"Ceuta","2.268","2.605","87,1%","3.494","7.857","80,9%","1.082","13,8%","1.178","11.556","10,2%","1.275","30.066","4,2%","124","7.581","1,6%","6","2.175","0,3%","9.427","66.158","14,2%","2021-05-27T22:00:00.000Z"
"Ceuta","2.277","2.605","87,4%","3.518","7.857","81,5%","1.098","14,0%","1.594","11.556","13,8%","1.399","30.066","4,7%","223","7.581","2,9%","6","2.175","0,3%","10.115","66.158","15,3%","2021-05-30T22:00:00.000Z"
"Ceuta","2.279","2.605","87,5%","3.523","7.857","81,6%","1.107","14,1%","1.708","11.556","14,8%","1.695","30.066","5,6%","234","7.581","3,1%","6","2.175","0,3%","10.552","66.158","15,9%","2021-05-31T22:00:00.000Z"
"Ceuta","2.285","2.605","87,7%","3.541","7.857","82,0%","1.491","19,0%","2.083","11.556","18,0%","1.733","30.066","5,8%","244","7.581","3,2%","7","2.175","0,3%","11.384","66.158","17,2%","2021-06-01T22:00:00.000Z"
"Ceuta","2.285","2.605","87,7%","3.550","7.857","82,2%","1.502","19,1%","2.558","11.556","22,1%","2.128","30.066","7,1%","256","7.581","3,4%","7","2.175","0,3%","12.286","66.158","18,6%","2021-06-02T22:00:00.000Z"
"Ceuta","2.343","89,9%","3.731","86,4%","78,1%","85,7%","9.030","6.811","53,9%","2.007","11,5%","546","7,2%","8","0,4%","31.206","66.158","47,2%",,,,,,"2021-06-03T22:00:00.000Z"
"Melilla","856","2.349","36,4%","56","7.827","1,5%","248","3,2%","428","11.299","3,8%","774","30.095","2,6%","55","8.536","0,6%","6","2.324","0,3%","2.423","66.178","3,7%","2021-03-30T22:00:00.000Z"
"Melilla","856","2.349","36,4%","56","7.827","1,5%","248","3,2%","428","11.299","3,8%","774","30.095","2,6%","55","8.536","0,6%","6","2.324","0,3%","2.423","66.178","3,7%","2021-03-31T22:00:00.000Z"
"Melilla","856","2.349","36,4%","56","7.827","1,5%","248","3,2%","428","11.299","3,8%","774","30.095","2,6%","55","8.536","0,6%","6","2.324","0,3%","2.423","66.178","3,7%","2021-04-02T22:00:00.000Z"
"Melilla","860","2.349","36,6%","57","7.827","1,5%","248","3,2%","429","11.299","3,8%","775","30.095","2,6%","55","8.536","0,6%","6","2.324","0,3%","2.430","66.178","3,7%","2021-04-04T22:00:00.000Z"
"Melilla","861","2.349","36,7%","57","7.827","1,5%","269","3,4%","449","11.299","4,0%","794","30.095","2,6%","55","8.536","0,6%","6","2.324","0,3%","2.491","66.178","3,8%","2021-04-05T22:00:00.000Z"
"Melilla","861","2.349","36,7%","57","7.827","1,5%","269","3,4%","449","11.299","4,0%","793","30.095","2,6%","55","8.536","0,6%","6","2.324","0,3%","2.490","66.178","3,8%","2021-04-06T22:00:00.000Z"
"Melilla","1.006","2.349","42,8%","57","7.827","1,5%","269","3,4%","449","11.299","4,0%","795","30.095","2,6%","55","8.536","0,6%","6","2.324","0,3%","2.637","66.178","4,0%","2021-04-07T22:00:00.000Z"
"Melilla","1.196","2.349","50,9%","150","7.827","4,0%","269","3,4%","452","11.299","4,0%","805","30.095","2,7%","56","8.536","0,7%","6","2.324","0,3%","2.934","66.178","4,4%","2021-04-08T22:00:00.000Z"
"Melilla","1.310","2.349","55,8%","472","7.827","12,6%","294","3,8%","476","11.299","4,2%","817","30.095","2,7%","56","8.536","0,7%","6","2.324","0,3%","3.431","66.178","5,2%","2021-04-11T22:00:00.000Z"
"Melilla","1.351","2.349","57,5%","595","7.827","15,9%","340","4,3%","534","11.299","4,7%","830","30.095","2,8%","58","8.536","0,7%","6","2.324","0,3%","3.714","66.178","5,6%","2021-04-12T22:00:00.000Z"
"Melilla","1.381","2.349","58,8%","706","7.827","18,8%","342","4,4%","534","11.299","4,7%","830","30.095","2,8%","58","8.536","0,7%","6","2.324","0,3%","3.857","66.178","5,8%","2021-04-13T22:00:00.000Z"
"Melilla","1.394","2.349","59,3%","894","7.827","23,9%","343","4,4%","535","11.299","4,7%","830","30.095","2,8%","58","8.536","0,7%","6","2.324","0,3%","4.060","66.178","6,1%","2021-04-14T22:00:00.000Z"
"Melilla","1.421","2.349","60,5%","1.096","7.827","29,2%","346","4,4%","535","11.299","4,7%","831","30.095","2,8%","58","8.536","0,7%","6","2.324","0,3%","4.293","66.178","6,5%","2021-04-15T22:00:00.000Z"
"Melilla","1.421","2.349","60,5%","1.096","7.827","29,2%","346","4,4%","535","11.299","4,7%","832","30.095","2,8%","58","8.536","0,7%","6","2.324","0,3%","4.294","66.178","6,5%","2021-04-18T22:00:00.000Z"
"Melilla","1.438","2.349","61,2%","1.140","7.827","30,4%","351","4,5%","539","11.299","4,8%","837","30.095","2,8%","58","8.536","0,7%","6","2.324","0,3%","4.369","66.178","6,6%","2021-04-19T22:00:00.000Z"
"Melilla","1.447","2.349","61,6%","1.141","7.827","30,4%","352","4,5%","539","11.299","4,8%","837","30.095","2,8%","59","8.536","0,7%","6","2.324","0,3%","4.381","66.178","6,6%","2021-04-20T22:00:00.000Z"
"Melilla","1.479","2.349","63,0%","1.404","7.827","37,5%","372","4,8%","542","11.299","4,8%","860","30.095","2,9%","69","8.536","0,8%","6","2.324","0,3%","4.732","66.178","7,2%","2021-04-21T22:00:00.000Z"
"Melilla","1.480","2.349","63,0%","1.417","7.827","37,8%","372","4,8%","542","11.299","4,8%","861","30.095","2,9%","70","8.536","0,8%","6","2.324","0,3%","4.748","66.178","7,2%","2021-04-22T22:00:00.000Z"
"Melilla","1.496","2.349","63,7%","1.552","7.827","41,4%","481","6,1%","543","11.299","4,8%","862","30.095","2,9%","70","8.536","0,8%","6","2.324","0,3%","5.010","66.178","7,6%","2021-04-25T22:00:00.000Z"
"Melilla","1.523","2.349","64,8%","1.775","7.827","47,4%","789","10,1%","551","11.299","4,9%","866","30.095","2,9%","70","8.536","0,8%","6","2.324","0,3%","5.580","66.178","8,4%","2021-04-26T22:00:00.000Z"
"Melilla","1.523","2.349","64,8%","1.777","7.827","47,4%","791","10,1%","551","11.299","4,9%","866","30.095","2,9%","70","8.536","0,8%","6","2.324","0,3%","5.584","66.178","8,4%","2021-04-27T22:00:00.000Z"
"Melilla","1.559","2.349","66,4%","2.037","7.827","54,3%","1.036","13,2%","563","11.299","5,0%","871","30.095","2,9%","71","8.536","0,8%","6","2.324","0,3%","6.143","66.178","9,3%","2021-04-28T22:00:00.000Z"
"Melilla","1.573","2.349","67,0%","2.155","7.827","57,5%","1.069","13,7%","567","11.299","5,0%","873","30.095","2,9%","73","8.536","0,9%","6","2.324","0,3%","6.316","66.178","9,5%","2021-04-29T22:00:00.000Z"
"Melilla","1.578","2.349","67,2%","2.160","7.827","57,6%","1.071","13,7%","568","11.299","5,0%","873","30.095","2,9%","73","8.536","0,9%","6","2.324","0,3%","6.329","66.178","9,6%","2021-05-02T22:00:00.000Z"
"Melilla","1.612","2.349","68,6%","2.168","7.827","57,8%","1.076","13,7%","568","11.299","5,0%","873","30.095","2,9%","73","8.536","0,9%","6","2.324","0,3%","6.376","66.178","9,6%","2021-05-03T22:00:00.000Z"
"Melilla","1.636","2.349","69,6%","2.281","7.827","60,9%","1.129","14,4%","570","11.299","5,0%","876","30.095","2,9%","73","8.536","0,9%","6","2.324","0,3%","6.571","66.178","9,9%","2021-05-04T22:00:00.000Z"
"Melilla","1.638","2.349","69,7%","2.296","7.827","61,3%","1.133","14,5%","570","11.299","5,0%","877","30.095","2,9%","73","8.536","0,9%","6","2.324","0,3%","6.593","66.178","10,0%","2021-05-05T22:00:00.000Z"
"Melilla","1.667","2.349","71,0%","2.394","7.827","63,9%","1.154","14,7%","585","11.299","5,2%","886","30.095","2,9%","74","8.536","0,9%","6","2.324","0,3%","6.766","66.178","10,2%","2021-05-06T22:00:00.000Z"
"Melilla","1.667","2.349","71,0%","2.394","7.827","63,9%","1.154","14,7%","585","11.299","5,2%","886","30.095","2,9%","74","8.536","0,9%","6","2.324","0,3%","6.766","66.178","10,2%","2021-05-09T22:00:00.000Z"
"Melilla","1.667","2.349","71,0%","2.394","7.827","63,9%","1.154","14,7%","585","11.299","5,2%","886","30.095","2,9%","74","8.536","0,9%","6","2.324","0,3%","6.766","66.178","10,2%","2021-05-10T22:00:00.000Z"
"Melilla","1.701","2.349","72,4%","2.426","7.827","64,7%","1.384","17,7%","597","11.299","5,3%","899","30.095","3,0%","76","8.536","0,9%","6","2.324","0,3%","7.089","66.178","10,7%","2021-05-11T22:00:00.000Z"
"Melilla","1.700","2.349","72,4%","2.424","7.827","64,7%","1.385","17,7%","596","11.299","5,3%","903","30.095","3,0%","76","8.536","0,9%","6","2.324","0,3%","7.090","66.178","10,7%","2021-05-12T22:00:00.000Z"
"Melilla","1.731","2.349","73,7%","2.688","7.827","71,7%","1.417","18,1%","627","11.299","5,5%","940","30.095","3,1%","79","8.536","0,9%","6","2.324","0,3%","7.488","66.178","11,3%","2021-05-13T22:00:00.000Z"
